
																																								
Interferometer Scan																																								
Thursday, February 04, 2016	6:05:36 PM																																							
X position (cm)																																								
0.000000																																								
Y position (cm)																																								
0.000000																																								
Interferometer Positions (um)																																								
948.880500	921.162750	916.543125	905.017875	879.633750	884.253375	941.927250	935.021625	891.159000	886.539375	928.116000	925.782375	932.735625	930.402000	907.303875	962.691750	909.637500	902.731875	918.876750	944.260875	937.307625	951.166500	939.641250	955.786125	877.347750	888.873000	965.025375	958.119750	946.546875	953.500125	875.014125	881.919750	900.398250	898.112250	923.496375	914.257125	895.778625	960.405750	893.492625	911.923500	920.019750
Fringe Signal																																								
53.640386	1653.542020	903.427100	71.737181	14.884289	16.361882	211.422328	654.116867	18.537808	16.898982	1348.495701	1444.620634	1244.522292	1535.936206	149.156155	14.001239	266.225963	59.735962	1143.635394	103.643111	519.947127	35.821111	288.618793	16.157324	14.545990	17.612450	14.599958	15.072415	78.234371	22.324400	14.893148	14.284969	36.614274	28.212726	1189.202123	604.112766	22.239007	14.408188	19.319810	336.194633	1132.021804
Laser Intensity Signal																																								
3151005.519708	3156847.835218	3153781.535539	3204227.230597	3213263.572828	3210077.614899	3211825.688084	3214741.991588	3213708.220170	3151599.907635	3221862.248612	3151090.051973	3215662.351647	3217051.856404	3217705.756262	3214018.695660	3215783.214449	3152993.798062	3215484.345385	3211018.052567	3208755.996262	3203281.176494	3221529.560351	3216558.527611	3215539.193774	3154934.674227	3215433.294152	3155807.663555	3218490.864435	3216599.066870	3215672.507105	3155643.522089	3156560.478208	3215424.881951	3219899.107246	3216816.453714	3214252.036588	3217878.357115	3151543.040737	3214066.492375	3159012.900864
Gaussian Fit																																								
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																																								
1515.335375	46.392555	925.546275	0.290184	8.270854	0.301806																																			

																																								
Interferometer Scan																																								
Thursday, February 04, 2016	6:06:30 PM																																							
X position (cm)																																								
1.632857																																								
Y position (cm)																																								
0.000000																																								
Interferometer Positions (um)																																								
929.020875	885.158250	959.024625	949.785375	952.071375	912.876000	947.451750	947.451750	887.491875	935.926500	935.926500	917.448000	889.777875	896.683500	905.922750	901.303125	880.538625	908.256375	961.310625	963.644250	940.546125	954.405000	942.832125	933.640500	915.162000	956.691000	926.687250	926.687250	931.306875	903.636750	910.542375	919.781625	924.401250	945.165750	938.260125	899.017125	892.063875	882.872250	894.397500	922.067625	925.544250
Fringe Signal																																								
1681.328813	14.745333	21.587119	156.653796	119.145526	117.241158	233.649895	293.037330	15.533480	1423.604176	1551.514270	364.903955	16.551549	16.884446	30.266804	20.499576	14.513975	45.369353	17.066483	14.649834	984.467496	39.634897	522.495625	1629.649345	245.222339	27.836169	1233.123288	1421.973332	1965.352928	23.903845	60.415769	509.918340	1214.809350	455.933817	814.248139	16.979227	16.651853	13.818733	15.718694	863.511660	1337.339725
Laser Intensity Signal																																								
3398007.757210	3187745.060291	3396438.171320	3267610.620723	3396042.560635	3271148.462408	3261708.103844	3394606.225162	3268716.886753	3203905.167032	3398760.684585	3269764.137615	3397963.482399	3265869.523190	3393486.336819	3221848.702321	3404242.122179	3393465.755894	3262958.053622	3392979.400131	3258649.718292	3327143.652884	3204805.104763	3397164.713902	3266821.665587	3392819.302236	3207493.805670	3402952.513946	3266552.901140	3388874.879140	3259737.606717	3391699.454525	3203232.825344	3391606.330491	3265368.526684	3395808.264192	3207171.527148	3396458.237133	3268671.689196	3392542.205542	3271458.847457
Gaussian Fit																																								
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																																								
1708.642894	41.763304	931.339324	0.210288	7.594960	0.231500																																			
