Timestamp	Dump Region Pressure (Torr)
2016-02-16T18:44:43.159	0.000000
2016-02-16T18:44:48.183	0.000000
2016-02-16T18:44:53.159	0.000000
2016-02-16T18:44:58.183	0.000000
2016-02-16T18:45:03.157	0.000000
2016-02-16T18:45:08.183	0.000000
2016-02-16T18:45:13.157	0.000000
2016-02-16T18:45:18.179	0.000000
2016-02-16T18:45:23.157	0.000000
2016-02-16T18:45:28.179	0.000000
2016-02-16T18:45:33.157	0.000000
2016-02-16T18:45:38.179	0.000000
2016-02-16T18:45:43.203	0.000000
2016-02-16T18:45:48.212	0.000000
2016-02-16T18:45:53.203	0.000000
2016-02-16T18:45:58.212	0.000000
2016-02-16T18:46:03.203	0.000000
2016-02-16T18:46:08.210	0.000000
2016-02-16T18:46:13.203	0.000000
2016-02-16T18:46:18.210	0.000000
2016-02-16T18:46:23.203	0.000000
2016-02-16T18:46:28.210	0.000000
2016-02-16T18:46:33.203	0.000000
2016-02-16T18:46:38.210	0.000000
2016-02-16T18:46:43.203	0.000000
2016-02-16T18:46:48.210	0.000000
2016-02-16T18:46:53.232	0.000000
2016-02-16T18:46:58.210	0.000000
2016-02-16T18:47:03.199	0.000000
2016-02-16T18:47:08.210	0.000000
2016-02-16T18:47:13.232	0.000000
2016-02-16T18:47:18.210	0.000000
2016-02-16T18:47:23.217	0.000000
2016-02-16T18:47:28.210	0.000000
2016-02-16T18:47:33.232	0.000000
2016-02-16T18:47:38.206	0.000000
2016-02-16T18:47:43.217	0.000000
2016-02-16T18:47:48.206	0.000000
2016-02-16T18:47:53.230	0.000000
2016-02-16T18:47:58.206	0.000000
2016-02-16T18:48:03.230	0.000000
2016-02-16T18:48:08.206	0.000000
2016-02-16T18:48:13.212	0.000000
2016-02-16T18:48:18.206	0.000000
2016-02-16T18:48:23.230	0.000000
2016-02-16T18:48:28.206	0.000000
2016-02-16T18:48:33.212	0.000000
2016-02-16T18:48:38.206	0.000000
2016-02-16T18:48:43.212	0.000000
2016-02-16T18:48:48.206	0.000000
2016-02-16T18:48:53.212	0.000000
2016-02-16T18:48:58.219	0.000000
2016-02-16T18:49:03.212	0.000000
2016-02-16T18:49:08.206	0.000000
2016-02-16T18:49:13.212	0.000000
2016-02-16T18:49:18.206	0.000000
2016-02-16T18:49:23.212	0.000000
2016-02-16T18:49:28.206	0.000000
2016-02-16T18:49:33.227	0.000000
2016-02-16T18:49:38.203	0.000000
2016-02-16T18:49:43.227	0.000000
2016-02-16T18:49:48.203	0.000000
2016-02-16T18:49:53.227	0.000000
2016-02-16T18:49:58.203	0.000000
2016-02-16T18:50:03.227	0.000000
2016-02-16T18:50:08.219	0.000000
2016-02-16T18:50:13.227	0.000000
2016-02-16T18:50:18.217	0.000000
2016-02-16T18:50:23.210	0.000000
2016-02-16T18:50:28.217	0.000000
2016-02-16T18:50:33.190	0.000000
2016-02-16T18:50:38.197	0.000000
2016-02-16T18:50:43.203	0.000000
2016-02-16T18:50:48.197	0.000000
2016-02-16T18:50:53.203	0.000000
2016-02-16T18:50:58.197	0.000000
2016-02-16T18:51:03.186	0.000000
2016-02-16T18:51:08.197	0.000000
2016-02-16T18:51:13.203	0.000000
2016-02-16T18:51:18.179	0.000000
2016-02-16T18:51:23.203	0.000000
2016-02-16T18:51:28.179	0.000000
2016-02-16T18:51:33.203	0.000000
2016-02-16T18:51:38.210	0.000000
2016-02-16T18:51:43.186	0.000000
2016-02-16T18:51:48.210	0.000000
2016-02-16T18:51:53.203	0.000000
2016-02-16T18:51:58.197	0.000000
2016-02-16T18:52:03.203	0.000000
2016-02-16T18:52:08.192	0.000000
2016-02-16T18:52:13.199	0.000000
2016-02-16T18:52:18.192	0.000000
2016-02-16T18:52:23.199	0.000000
2016-02-16T18:52:28.192	0.000000
2016-02-16T18:52:33.186	0.000000
2016-02-16T18:52:38.192	0.000000
2016-02-16T18:52:43.186	0.000000
2016-02-16T18:52:48.192	0.000000
2016-02-16T18:52:53.186	0.000000
2016-02-16T18:52:58.192	0.000000
2016-02-16T18:53:03.183	0.000000
2016-02-16T18:53:08.192	0.000000
2016-02-16T18:53:13.183	0.000000
2016-02-16T18:53:18.206	0.000000
2016-02-16T18:53:23.183	0.000000
2016-02-16T18:53:28.192	0.000000
2016-02-16T18:53:33.183	0.000000
2016-02-16T18:53:38.190	0.000000
2016-02-16T18:53:43.199	0.000000
2016-02-16T18:53:48.190	0.000000
2016-02-16T18:53:53.197	0.000000
2016-02-16T18:53:58.190	0.000000
2016-02-16T18:54:03.197	0.000000
2016-02-16T18:54:08.190	0.000000
2016-02-16T18:54:13.197	0.000000
2016-02-16T18:54:18.190	0.000000
2016-02-16T18:54:23.197	0.000000
2016-02-16T18:54:28.190	0.000000
2016-02-16T18:54:33.197	0.000000
2016-02-16T18:54:38.190	0.000000
2016-02-16T18:54:43.197	0.000000
2016-02-16T18:54:48.203	0.000000
2016-02-16T18:54:53.179	0.000000
2016-02-16T18:54:58.186	0.000000
2016-02-16T18:55:03.179	0.000000
2016-02-16T18:55:08.186	0.000000
2016-02-16T18:55:13.210	0.000000
2016-02-16T18:55:18.186	0.000000
2016-02-16T18:55:23.210	0.000000
2016-02-16T18:55:28.203	0.000000
2016-02-16T18:55:33.227	0.000000
2016-02-16T18:55:38.203	0.000000
2016-02-16T18:55:43.192	0.000000
2016-02-16T18:55:48.217	0.000000
2016-02-16T18:55:53.210	0.000000
2016-02-16T18:55:58.203	0.000000
2016-02-16T18:56:03.227	0.000000
2016-02-16T18:56:08.203	0.000000
2016-02-16T18:56:13.227	0.000000
2016-02-16T18:56:18.199	0.000000
2016-02-16T18:56:23.227	0.000000
2016-02-16T18:56:28.199	0.000000
2016-02-16T18:56:33.223	0.000000
2016-02-16T18:56:38.217	0.000000
2016-02-16T18:56:43.210	0.000000
2016-02-16T18:56:48.199	0.000000
2016-02-16T18:56:53.223	0.000000
2016-02-16T18:56:58.199	0.000000
2016-02-16T18:57:03.223	0.000000
2016-02-16T18:57:08.199	0.000000
2016-02-16T18:57:13.206	0.000000
2016-02-16T18:57:18.199	0.000000
2016-02-16T18:57:23.206	0.000000
2016-02-16T18:57:28.199	0.000000
2016-02-16T18:57:33.206	0.000000
2016-02-16T18:57:38.199	0.000000
2016-02-16T18:57:43.206	0.000000
2016-02-16T18:57:48.199	0.000000
2016-02-16T18:57:53.206	0.000000
2016-02-16T18:57:58.230	0.000000
2016-02-16T18:58:03.206	0.000000
2016-02-16T18:58:08.197	0.000000
2016-02-16T18:58:13.206	0.000000
2016-02-16T18:58:18.197	0.000000
2016-02-16T18:58:23.206	0.000000
2016-02-16T18:58:28.197	0.000000
2016-02-16T18:58:33.206	0.000000
2016-02-16T18:58:38.197	0.000000
2016-02-16T18:58:43.206	0.000000
2016-02-16T18:58:48.212	0.000000
2016-02-16T18:58:53.203	0.000000
2016-02-16T18:58:58.197	0.000000
2016-02-16T18:59:03.203	0.000000
2016-02-16T18:59:08.197	0.000000
2016-02-16T18:59:13.219	0.000000
2016-02-16T18:59:18.197	0.000000
2016-02-16T18:59:23.219	0.000000
2016-02-16T18:59:28.210	0.000000
2016-02-16T18:59:33.219	0.000000
2016-02-16T18:59:38.210	0.000000
2016-02-16T18:59:43.217	0.000000
2016-02-16T18:59:48.227	0.000000
2016-02-16T18:59:53.203	0.000000
2016-02-16T18:59:58.210	0.000000
2016-02-16T19:00:03.217	0.000000
2016-02-16T19:00:08.210	0.000000
2016-02-16T19:00:13.217	0.000000
2016-02-16T19:00:18.210	0.000000
2016-02-16T19:00:23.199	0.000000
2016-02-16T19:00:28.197	0.000000
2016-02-16T19:00:33.186	0.000000
2016-02-16T19:00:38.192	0.000000
2016-02-16T19:00:43.186	0.000000
2016-02-16T19:00:48.192	0.000000
2016-02-16T19:00:53.186	0.000000
2016-02-16T19:00:58.192	0.000000
2016-02-16T19:01:03.203	0.000000
2016-02-16T19:01:08.192	0.000000
2016-02-16T19:01:13.186	0.000000
2016-02-16T19:01:18.192	0.000000
2016-02-16T19:01:23.199	0.000000
2016-02-16T19:01:28.192	0.000000
2016-02-16T19:01:33.199	0.000000
2016-02-16T19:01:38.192	0.000000
2016-02-16T19:01:43.199	0.000000
2016-02-16T19:01:48.192	0.000000
2016-02-16T19:01:53.199	0.000000
2016-02-16T19:01:58.192	0.000000
2016-02-16T19:02:03.199	0.000000
2016-02-16T19:02:08.190	0.000000
2016-02-16T19:02:13.183	0.000000
2016-02-16T19:02:18.190	0.000000
2016-02-16T19:02:23.183	0.000000
2016-02-16T19:02:28.206	0.000000
2016-02-16T19:02:33.183	0.000000
2016-02-16T19:02:38.206	0.000000
2016-02-16T19:02:43.183	0.000000
2016-02-16T19:02:48.190	0.000000
2016-02-16T19:02:53.197	0.000000
2016-02-16T19:02:58.206	0.000000
2016-02-16T19:03:03.179	0.000000
2016-02-16T19:03:08.206	0.000000
2016-02-16T19:03:13.197	0.000000
2016-02-16T19:03:18.203	0.000000
2016-02-16T19:03:23.197	0.000000
2016-02-16T19:03:28.203	0.000000
2016-02-16T19:03:33.197	0.000000
2016-02-16T19:03:38.203	0.000000
2016-02-16T19:03:43.197	0.000000
2016-02-16T19:03:48.203	0.000000
2016-02-16T19:03:53.197	0.000000
2016-02-16T19:03:58.186	0.000000
2016-02-16T19:04:03.197	0.000000
2016-02-16T19:04:08.186	0.000000
2016-02-16T19:04:13.192	0.000000
2016-02-16T19:04:18.186	0.000000
2016-02-16T19:04:23.192	0.000000
2016-02-16T19:04:28.186	0.000000
2016-02-16T19:04:33.197	0.000000
2016-02-16T19:04:38.186	0.000000
2016-02-16T19:04:43.210	0.000000
2016-02-16T19:04:48.186	0.000000
2016-02-16T19:04:53.210	0.000000
2016-02-16T19:04:58.199	0.000000
2016-02-16T19:05:03.192	0.000000
2016-02-16T19:05:08.186	0.000000
2016-02-16T19:05:13.192	0.000000
2016-02-16T19:05:18.186	0.000000
2016-02-16T19:05:23.192	0.000000
2016-02-16T19:05:28.186	0.000000
2016-02-16T19:05:33.203	0.000000
2016-02-16T19:05:38.192	0.000000
2016-02-16T19:05:43.199	0.000000
2016-02-16T19:05:48.192	0.000000
2016-02-16T19:05:53.199	0.000000
2016-02-16T19:05:58.192	0.000000
2016-02-16T19:06:03.199	0.000000
2016-02-16T19:06:08.192	0.000000
2016-02-16T19:06:13.199	0.000000
2016-02-16T19:06:18.192	0.000000
2016-02-16T19:06:23.199	0.000000
2016-02-16T19:06:28.192	0.000000
2016-02-16T19:06:33.199	0.000000
2016-02-16T19:06:38.206	0.000000
2016-02-16T19:06:43.199	0.000000
2016-02-16T19:06:48.223	0.000000
2016-02-16T19:06:53.199	0.000000
2016-02-16T19:06:58.192	0.000000
2016-02-16T19:07:03.199	0.000000
2016-02-16T19:07:08.223	0.000000
2016-02-16T19:07:13.197	0.000000
2016-02-16T19:07:18.206	0.000000
2016-02-16T19:07:23.197	0.000000
2016-02-16T19:07:28.206	0.000000
2016-02-16T19:07:33.197	0.000000
2016-02-16T19:07:38.206	0.000000
2016-02-16T19:07:43.197	0.000000
2016-02-16T19:07:48.219	0.000000
2016-02-16T19:07:53.197	0.000000
2016-02-16T19:07:58.219	0.000000
2016-02-16T19:08:03.197	0.000000
2016-02-16T19:08:08.219	0.000000
2016-02-16T19:08:13.197	0.000000
2016-02-16T19:08:18.203	0.000000
2016-02-16T19:08:23.197	0.000000
2016-02-16T19:08:28.219	0.000000
2016-02-16T19:08:33.197	0.000000
2016-02-16T19:08:38.219	0.000000
2016-02-16T19:08:43.197	0.000000
2016-02-16T19:08:48.203	0.000000
2016-02-16T19:08:53.197	0.000000
