
																																																		
Interferometer Scan																																																		
Wednesday, March 23, 2016	12:00:11 AM																																																	
X position (cm)																																																		
22.458947																																																		
Y position (cm)																																																		
0.000000																																																		
Interferometer Positions (um)																																																		
5503.735500	5524.595250	5481.208875	5519.356500	5534.977500	5472.541125	5522.833125	5496.829875	5493.353250	5555.789625	5488.162125	5479.494375	5526.309750	5477.732250	5482.923375	5548.836375	5531.500875	5470.779000	5552.313000	5507.212125	5502.021000	5515.879875	5505.497625	5508.974250	5512.450875	5521.118625	5536.739625	5536.739625	5498.544375	5540.168625	5545.407375	5543.645250	5517.642000	5484.685500	5500.306500	5529.786375	5533.263000	5489.876625	5510.688750	5474.255625	5528.024250	5495.067750	5538.454125	5550.598500	5547.121875	5541.930750	5486.400000	5554.075125	5514.165375	5476.017750	5513.308125
Fringe Signal																																																		
21.636781	99.536483	1.863515	84.110518	5.344182	1.916859	63.490402	7.518618	5.003937	1.870542	2.293370	1.944336	117.872184	1.961778	2.089644	1.928637	18.443660	2.042951	1.974541	140.973473	22.579305	66.664567	58.698302	119.265497	70.718839	98.520245	8.646692	5.168643	9.069655	3.215247	2.265250	2.141231	71.388491	2.255060	16.340853	14.618057	18.012699	3.527841	56.791194	2.013530	81.602156	4.695410	3.124251	1.955299	2.025463	2.241951	2.013133	1.960197	104.157173	2.010633	262.346755
Laser Intensity Signal																																																		
63143.500841	63339.041915	40422.469796	40426.744054	63081.270477	40022.451159	53808.044442	30681.329828	53547.848172	40099.632906	53557.247345	40416.045957	63385.118966	30602.016850	63303.179305	40208.498688	40164.218634	53579.215012	30677.513011	53763.036938	30740.911227	63001.476465	63303.143916	51897.178522	51519.485379	42202.181140	42281.875538	41999.003812	51778.678948	51600.685793	51732.569129	51792.336650	51607.333765	42106.925875	42145.715323	42113.413939	51745.538703	42259.063767	42362.628997	42139.076526	42460.680028	42356.527596	42237.250765	51859.176817	51830.571663	42395.269857	51867.734508	51778.542633	42522.932675	42299.411661	42667.064689
Gaussian Fit																																																		
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																																																		
239.323072	49.515843	5513.394710	0.173250	0.514002	0.119276																																													

																																																		
Interferometer Scan																																																		
Wednesday, March 23, 2016	12:01:17 AM																																																	
X position (cm)																																																		
24.330526																																																		
Y position (cm)																																																		
0.000000																																																		
Interferometer Positions (um)																																																		
5485.066500	5549.265000	5554.456125	5479.875375	5545.788375	5474.684250	5528.452875	5524.976250	5486.828625	5540.597250	5495.496375	5514.594000	5526.738375	5504.164125	5518.023000	5505.878625	5497.210875	5537.120625	5478.160875	5509.355250	5542.311750	5472.922125	5521.499625	5481.637500	5533.644000	5471.207625	5471.207625	5551.027125	5535.406125	5530.167375	5483.352000	5519.785125	5552.741625	5490.305250	5511.117375	5538.882750	5500.687500	5547.550500	5476.398750	5502.449625	5523.261750	5493.781875	5516.308500	5488.543125	5512.831875	5498.973000	5556.218250	5544.073875	5492.019750	5507.640750	5513.689125
Fringe Signal																																																		
2.162466	2.143358	2.204361	2.171679	2.404603	2.075583	75.075426	50.530257	2.343246	4.530576	7.067679	59.882941	75.651456	88.774569	76.400283	31.982266	15.961483	6.303695	2.119291	95.650859	3.851130	2.154546	81.299676	2.021719	11.263904	2.136877	2.200692	1.984964	5.642942	14.128276	2.295965	201.092136	2.092635	2.945081	199.021953	3.124982	12.183357	2.345676	2.211324	14.696730	73.607428	7.336726	99.619705	2.568814	232.868558	18.624928	2.119893	2.373293	4.662560	44.386363	84.926041
Laser Intensity Signal																																																		
64957.214884	41707.461673	64961.026458	31944.304230	55409.639424	41753.408963	65107.011830	41887.409111	64838.046843	31871.000904	55357.457039	32117.122662	55380.205896	41973.575844	65312.384614	32219.501691	65066.413588	41834.360340	65135.210660	41930.159555	64979.013468	32029.874586	65312.974438	41903.072215	64868.143596	32032.279757	64927.137792	41794.408284	64900.585226	32019.872481	64894.655529	42040.049009	53428.220068	53219.567862	53724.980183	53301.511455	53183.137710	53045.109719	43666.244895	53270.748856	43676.000584	43700.547748	53586.602230	43519.677563	53789.936845	53587.378176	53245.590897	43761.814733	43628.253676	53497.667256	53519.452733
Gaussian Fit																																																		
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																																																		
212.507496	44.339042	5511.793898	0.332366	1.564472	0.354986																																													

																																																		
Interferometer Scan																																																		
Wednesday, March 23, 2016	12:02:22 AM																																																	
X position (cm)																																																		
26.202105																																																		
Y position (cm)																																																		
0.000000																																																		
Interferometer Positions (um)																																																		
5487.066750	5506.164375	5507.878875	5483.590125	5521.785375	5476.636875	5499.211125	5549.503125	5509.641000	5554.741875	5546.026500	5495.734500	5520.023250	5516.546625	5523.499875	5518.308750	5535.644250	5530.453125	5504.402250	5485.352250	5471.445750	5502.687750	5478.399000	5525.214375	5540.835375	5528.691000	5539.120875	5526.976500	5469.731250	5500.925625	5532.167625	5474.922375	5488.781250	5552.979750	5494.020000	5481.875625	5473.207875	5533.882125	5490.543375	5544.312000	5537.358750	5480.113500	5497.496625	5551.265250	5542.597500	5511.355500	5514.832125	5513.070000	5492.257875	5547.788625	5512.212750
Fringe Signal																																																		
2.601576	37.152493	38.748734	2.696968	135.249002	2.407499	12.082152	2.475087	94.641839	2.395262	2.379226	8.030506	78.532238	150.310829	133.085569	82.909721	7.216858	28.308320	43.334863	2.455694	2.319178	44.706352	2.271050	38.947304	3.811495	42.029952	3.727270	33.187291	2.312303	15.465235	12.329154	2.254522	3.243478	2.168867	4.920357	2.401421	2.333197	7.982806	3.463364	2.852091	3.534259	2.344063	12.700925	2.296161	2.551919	223.234579	198.406493	70.643824	3.973011	2.629522	123.416826
Laser Intensity Signal																																																		
42199.790387	65602.811331	42269.394862	55763.544310	42144.977388	55655.905362	42263.537254	55850.814669	42137.997804	55696.617636	42156.838093	65242.808975	65752.516526	42548.680458	56064.830341	42312.549007	65694.589256	65662.762353	32589.423575	65774.845952	32511.863030	65524.461732	32457.766994	55859.339592	32489.941238	65949.985669	32492.263834	55913.524756	65756.322857	42258.103009	55849.523610	42186.130063	56028.848456	42297.865011	65811.137167	32602.634322	65779.795231	42359.800463	65657.006981	42144.884326	65667.387884	32447.433277	55819.460936	42183.097057	65477.170954	32796.377088	44422.175130	53830.666158	53895.168000	44257.168589	44252.717384
Gaussian Fit																																																		
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																																																		
142.239530	10.854057	5515.783435	0.646543	7.149981	0.658338																																													

																																																		
Interferometer Scan																																																		
Wednesday, March 23, 2016	12:03:29 AM																																																	
X position (cm)																																																		
28.073684																																																		
Y position (cm)																																																		
0.000000																																																		
Interferometer Positions (um)																																																		
5540.549625	5481.589875	5524.928625	5516.260875	5533.596375	5476.351125	5531.881875	5488.495500	5519.737500	5518.023000	5493.734250	5502.402000	5542.311750	5521.452000	5535.358500	5472.922125	5504.116500	5507.593125	5509.307625	5500.639875	5497.210875	5486.781000	5556.170625	5549.217375	5495.448750	5511.069750	5523.214125	5483.304375	5478.113250	5474.636625	5512.784250	5547.502875	5530.167375	5490.257625	5514.546375	5485.066500	5537.073000	5550.979500	5526.690750	5545.740750	5554.408500	5557.885125	5505.878625	5491.972125	5544.026250	5538.835125	5479.827750	5498.925375	5552.694000	5528.405250	5515.403625
Fringe Signal																																																		
3.223464	2.260228	48.048949	100.244190	17.915202	2.268670	12.465466	3.185006	227.982917	72.806531	5.636004	42.263199	3.033477	57.820578	6.331212	2.274814	41.131603	49.009972	169.689952	32.548104	9.638343	2.756032	2.220125	2.350828	6.993505	172.185280	71.290558	2.461018	2.222456	2.330824	93.594828	2.388686	30.585691	3.800634	80.945775	2.858931	6.400255	2.353699	39.269071	2.465949	2.371027	2.396392	76.850930	4.580205	2.434388	3.244389	2.346645	9.263020	2.218706	42.632310	214.245385
Laser Intensity Signal																																																		
31445.142733	41191.800832	64346.623836	31599.621571	64270.313718	41141.144125	54458.196951	41167.130460	55030.119137	41303.997153	54634.031350	41153.723105	64363.844076	40980.508836	64142.633861	31382.192783	64522.934026	40927.247729	64406.399222	41079.308288	64435.717407	31333.428756	31367.696220	64142.590607	41092.328980	64449.676575	41157.732598	64101.525750	40878.499430	64073.898394	41028.350116	64149.794324	54681.349652	41016.918016	64122.510377	31452.562719	41084.628500	64228.402135	64078.518682	31207.209042	54463.733432	54359.499735	40933.152522	64020.220477	40910.948925	64117.489009	40885.722808	54475.507630	40951.734600	64453.505188	41494.861578
Gaussian Fit																																																		
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																																																		
-55.633305	29.464671	5547.282552	7.202687	9.848215	8.025507																																													

																																																		
Interferometer Scan																																																		
Wednesday, March 23, 2016	12:04:35 AM																																																	
X position (cm)																																																		
29.945263																																																		
Y position (cm)																																																		
0.000000																																																		
Interferometer Positions (um)																																																		
5486.066625	5499.925500	5475.636750	5519.023125	5470.445625	5498.211000	5491.257750	5468.731125	5465.254500	5473.922250	5524.214250	5482.590000	5525.976375	5522.499750	5508.640875	5517.308625	5463.492375	5493.019875	5479.113375	5466.969000	5510.355375	5484.352125	5546.788500	5545.026375	5532.882000	5512.069875	5477.398875	5527.690875	5538.120750	5505.164250	5503.402125	5520.737625	5487.781125	5539.835250	5494.734375	5461.777875	5480.875500	5536.358625	5472.207750	5529.453000	5496.496500	5513.832000	5506.878750	5489.543250	5534.644125	5543.311875	5515.546500	5541.597375	5531.167500	5501.687625	5504.259375
Fringe Signal																																																		
2.661570	43.448297	2.479532	66.300661	2.519039	22.235939	4.543658	2.455429	2.498051	2.328440	61.086394	2.744676	64.625464	51.848034	116.359008	238.703394	2.356487	4.545286	2.454143	2.513441	77.862574	2.669401	2.596427	2.368573	6.263658	208.832043	2.367663	22.671951	3.621562	137.459734	50.025033	84.978690	4.123386	3.199460	7.227714	2.424503	2.521886	4.283177	2.386641	34.180693	21.600646	105.577557	129.402847	5.090589	5.799560	2.567980	191.891543	2.755532	9.749932	36.902091	103.215317
Laser Intensity Signal																																																		
54455.641047	41115.720090	64134.470697	31541.601239	54564.301046	41082.594263	41122.584330	64165.612093	64337.062134	40909.322322	31511.743037	64289.817231	41285.914460	54735.133737	41112.012063	55126.672015	40898.748744	64208.019128	41176.229478	54676.074004	41182.864343	40986.169836	64228.947395	40921.656197	64170.788127	41439.138939	64153.995182	64201.793208	40912.811459	54960.931471	41200.522363	64364.817940	31399.503462	64202.992517	41014.455173	64385.907425	43038.392975	52483.948544	42856.282849	43081.510420	42789.951242	52692.097434	52828.130509	42759.638221	52498.397921	52655.266202	43316.766310	52680.384840	52766.137385	52642.252063	52967.423345
Gaussian Fit																																																		
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																																																		
159.451960	11.151083	5513.296652	0.593843	7.645236	0.604167																																													

																																																		
Interferometer Scan																																																		
Wednesday, March 23, 2016	12:05:41 AM																																																	
X position (cm)																																																		
31.816842																																																		
Y position (cm)																																																		
0.000000																																																		
