
																									
Interferometer Scan																									
Wednesday, June 03, 2015	12:05:23 PM																								
X position (cm)																									
0.000000																									
Y position (cm)																									
0.000000																									
Interferometer Positions (um)																									
1540.144875	1471.422000	1533.906000	1468.278750	1483.899750	1499.520750	1493.281875	1480.804125	1524.523875	1502.664000	1505.807250	1518.285000	1465.183125	1474.517625	1508.902875	1490.186250	1521.428250	1530.810375	1527.667125	1512.046125	1515.141750	1487.043000	1477.660875	1496.425125	1537.049250	1502.664000
Fringe Signal																									
0.858092	20.736204	0.873675	19.197362	7.582056	0.967585	1.448020	8.579245	0.848728	0.869037	0.862693	0.869490	13.386684	19.541930	0.848511	1.993636	0.885358	0.866680	0.851796	0.868716	0.839318	3.658514	14.346823	1.308046	0.891762	0.943317
Laser Intensity Signal																									
59186.053120	59139.602514	59246.470758	59156.586824	51366.357893	59168.412140	59049.704161	59147.254497	59182.811709	59121.725604	59344.374989	51686.494700	59311.630582	32095.730401	39752.596193	32164.231250	39637.438956	32155.210875	32208.099738	51567.266365	59402.827858	51651.097395	32015.376712	39912.690156	39794.315100	32083.374244
Gaussian Fit																									
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																									
20.281959	0.615662	1471.689056	0.366823	7.880593	0.402209																				

																									
Interferometer Scan																									
Wednesday, June 03, 2015	12:06:10 PM																								
X position (cm)																									
13.000000																									
Y position (cm)																									
0.000000																									
Interferometer Positions (um)																									
1462.325625	1459.182375	1506.045375	1481.042250	1434.179250	1471.707750	1477.946625	1465.421250	1443.561375	1502.949750	1449.800250	1484.185500	1487.328750	1496.710875	1490.424375	1493.567625	1437.322500	1446.704625	1509.188625	1456.086750	1499.806500	1474.803375	1440.418125	1452.943500	1468.564500	1471.707750
Fringe Signal																									
1.007774	1.047052	7.739565	6.559620	0.991829	1.131440	2.471957	0.955906	0.895942	12.553949	0.943523	9.352115	16.027833	22.637087	23.618942	25.292767	0.905174	0.889576	4.454579	0.912560	17.812413	1.947641	0.931983	0.872948	1.009968	1.022371
Laser Intensity Signal																									
39050.564076	40112.150282	42419.571917	34214.084608	40620.170936	42163.795395	44047.895101	36159.699026	43877.236736	43838.419763	44127.066522	43880.080998	63227.368571	55436.903711	55400.617738	63163.164262	63299.581379	63443.305759	63303.824179	63271.610614	55914.364928	63196.016148	63603.963331	62879.221678	63302.980076	63217.133158
Gaussian Fit																									
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																									
24.766855	0.568632	1494.048483	0.202813	7.660946	0.207034																				

																									
