
																									
Interferometer Scan																									
1519.142250	1491.043500	1500.425625	1522.285500	1494.186750	1462.897125	1472.279250	1497.282375	1475.422500	1509.807750	1506.664500	1487.900250	1531.667625	1534.810875	1525.428750	1466.040375	1478.518125	1484.804625	1503.521250	1481.661375	1516.046625	1537.906500	1469.183625	1528.524375	1512.903375	1500.425625
Fringe Signal																									
3.659516	7.382394	21.881950	2.217679	13.277297	0.931200	0.974476	16.583136	0.993913	16.342164	18.229616	3.741854	0.934824	0.894423	1.330100	0.960730	1.011469	1.549684	21.855353	1.290872	6.701252	0.873776	0.927636	1.153162	8.186196	23.442754
Laser Intensity Signal																									
46793.713254	46578.166661	38911.381340	46761.731686	46582.648013	46660.115497	46941.980590	46861.073777	39188.149043	46745.054085	39150.409482	46630.979502	46765.901087	46730.843259	46625.319813	46707.636961	46921.366897	46743.759094	46723.993436	66237.026796	66262.083830	66413.397279	58722.986230	66216.966226	66092.227625	66451.796132
Gaussian Fit																									
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																									
22.324292	0.551459	1502.683941	0.256286	8.092632	0.252170																				

																									
Interferometer Scan																									
Wednesday, June 03, 2015	12:02:26 PM																								
X position (cm)																									
0.000000																									
Y position (cm)																									
0.000000																									
Interferometer Positions (um)																									
1465.183125	1512.046125	1493.329500	1515.189375	1483.947375	1487.043000	1496.425125	1474.565250	1527.667125	1499.568375	1505.807250	1480.804125	1502.664000	1518.332625	1530.810375	1468.326375	1537.049250	1521.428250	1533.953625	1490.186250	1508.950500	1540.192500	1471.422000	1524.571500	1477.660875	1502.664000
Fringe Signal																									
12.363820	0.849755	1.398026	0.855345	6.417006	4.727017	1.288746	17.844555	0.848012	1.009162	0.857132	10.059425	0.892269	0.851564	0.828476	18.346622	0.856547	0.850297	0.885677	2.090662	0.877782	0.890252	20.041442	0.846070	13.863392	0.925257
Laser Intensity Signal																									
39765.695529	32174.107525	59423.830835	51695.237202	59147.909857	59429.887672	59451.161969	51576.699617	51421.676831	59068.161720	39717.931581	51766.077686	59477.701427	59459.517809	59368.450294	59242.100818	59192.112579	51271.600701	59187.352044	31953.177805	32054.711419	39465.645507	32068.818698	32040.491418	39716.671980	39680.325714
Gaussian Fit																									
Amplitude   dAmplitude   Center   dCenter   Width   dWidth																									
19.018489	0.559722	1471.866000	0.383915	8.278998	0.417582																				
