time	Stem Pressure (Torr)	time	Beam Box Pressure (Torr)	time	Dump Region Pressure (Torr)
2016-02-21T18:29:57.317000	3.46e-08	2016-02-21T18:29:57.870000	8.34e-08	2016-02-21T18:29:58.347000	3.05e-07
2016-02-21T18:30:01.323000	3.46e-08	2016-02-21T18:30:01.880000	8.33e-08	2016-02-21T18:30:02.347000	3.05e-07
2016-02-21T18:30:05.333000	3.46e-08	2016-02-21T18:30:05.883000	8.34e-08	2016-02-21T18:30:06.347000	3.05e-07
2016-02-21T18:30:09.820000	3.45e-08	2016-02-21T18:30:10.370000	8.34e-08	2016-02-21T18:30:10.857000	3.05e-07
2016-02-21T18:30:13.827000	3.46e-08	2016-02-21T18:30:14.380000	8.34e-08	2016-02-21T18:30:15.357000	3.04e-07
2016-02-21T18:30:18.320000	3.46e-08	2016-02-21T18:30:18.870000	8.34e-08	2016-02-21T18:30:19.847000	3.04e-07
2016-02-21T18:30:22.817000	3.47e-08	2016-02-21T18:30:23.360000	8.58e-08	2016-02-21T18:30:23.857000	3.04e-07
2016-02-21T18:30:27.323000	3.46e-08	2016-02-21T18:30:27.370000	8.36e-08	2016-02-21T18:30:28.347000	3.04e-07
2016-02-21T18:30:31.807000	3.46e-08	2016-02-21T18:30:31.860000	8.36e-08	2016-02-21T18:30:32.827000	3.04e-07
2016-02-21T18:30:35.820000	3.46e-08	2016-02-21T18:30:35.870000	8.36e-08	2016-02-21T18:30:36.837000	3.04e-07
2016-02-21T18:30:40.307000	3.45e-08	2016-02-21T18:30:40.360000	8.36e-08	2016-02-21T18:30:41.327000	3.04e-07
2016-02-21T18:30:44.823000	3.46e-08	2016-02-21T18:30:44.877000	8.36e-08	2016-02-21T18:30:45.347000	3.04e-07
2016-02-21T18:30:49.307000	3.45e-08	2016-02-21T18:30:49.347000	8.36e-08	2016-02-21T18:30:49.827000	3.04e-07
2016-02-21T18:30:53.307000	3.46e-08	2016-02-21T18:30:53.357000	8.34e-08	2016-02-21T18:30:53.827000	3.04e-07
2016-02-21T18:30:57.307000	3.46e-08	2016-02-21T18:30:57.860000	8.36e-08	2016-02-21T18:30:58.327000	3.04e-07
2016-02-21T18:31:01.807000	3.46e-08	2016-02-21T18:31:02.347000	8.36e-08	2016-02-21T18:31:02.327000	3.04e-07
2016-02-21T18:31:05.807000	3.45e-08	2016-02-21T18:31:06.350000	8.34e-08	2016-02-21T18:31:06.830000	3.04e-07
2016-02-21T18:31:09.807000	3.45e-08	2016-02-21T18:31:10.357000	8.36e-08	2016-02-21T18:31:11.330000	3.04e-07
2016-02-21T18:31:14.323000	3.45e-08	2016-02-21T18:31:14.370000	8.36e-08	2016-02-21T18:31:15.827000	3.04e-07
2016-02-21T18:31:18.807000	3.46e-08	2016-02-21T18:31:18.847000	8.34e-08	2016-02-21T18:31:20.327000	3.04e-07
2016-02-21T18:31:23.307000	3.45e-08	2016-02-21T18:31:22.847000	8.36e-08	2016-02-21T18:31:24.353000	3.04e-07
2016-02-21T18:31:27.307000	3.45e-08	2016-02-21T18:31:26.847000	8.34e-08	2016-02-21T18:31:28.830000	3.04e-07
2016-02-21T18:31:31.307000	3.45e-08	2016-02-21T18:31:30.880000	8.34e-08	2016-02-21T18:31:32.857000	3.04e-07
2016-02-21T18:31:35.810000	3.45e-08	2016-02-21T18:31:35.347000	8.34e-08	2016-02-21T18:31:37.327000	3.03e-07
2016-02-21T18:31:40.307000	3.46e-08	2016-02-21T18:31:39.357000	8.34e-08	2016-02-21T18:31:41.330000	3.03e-07
2016-02-21T18:31:44.320000	3.45e-08	2016-02-21T18:31:43.377000	8.34e-08	2016-02-21T18:31:45.330000	3.03e-07
2016-02-21T18:31:48.807000	3.45e-08	2016-02-21T18:31:47.847000	8.38e-08	2016-02-21T18:31:49.840000	3.03e-07
2016-02-21T18:31:53.303000	3.45e-08	2016-02-21T18:31:51.857000	8.34e-08	2016-02-21T18:31:54.337000	3.03e-07
2016-02-21T18:31:57.303000	3.45e-08	2016-02-21T18:31:56.347000	8.34e-08	2016-02-21T18:31:58.840000	3.03e-07
2016-02-21T18:32:01.303000	3.45e-08	2016-02-21T18:32:00.357000	8.34e-08	2016-02-21T18:32:03.340000	3.03e-07
2016-02-21T18:32:05.307000	3.46e-08	2016-02-21T18:32:04.857000	8.34e-08	2016-02-21T18:32:07.830000	3.03e-07
2016-02-21T18:32:09.803000	3.45e-08	2016-02-21T18:32:09.357000	8.34e-08	2016-02-21T18:32:11.840000	3.03e-07
2016-02-21T18:32:13.807000	3.45e-08	2016-02-21T18:32:13.363000	8.34e-08	2016-02-21T18:32:16.330000	3.03e-07
2016-02-21T18:32:17.807000	3.45e-08	2016-02-21T18:32:17.857000	8.33e-08	2016-02-21T18:32:20.340000	3.03e-07
2016-02-21T18:32:22.303000	3.45e-08	2016-02-21T18:32:21.857000	8.33e-08	2016-02-21T18:32:24.830000	3.03e-07
2016-02-21T18:32:26.303000	3.45e-08	2016-02-21T18:32:25.863000	8.34e-08	2016-02-21T18:32:28.837000	3.03e-07
2016-02-21T18:32:30.327000	3.45e-08	2016-02-21T18:32:30.377000	8.34e-08	2016-02-21T18:32:33.333000	3.03e-07
2016-02-21T18:32:34.807000	3.45e-08	2016-02-21T18:32:34.857000	8.33e-08	2016-02-21T18:32:37.340000	3.03e-07
2016-02-21T18:32:39.310000	3.45e-08	2016-02-21T18:32:39.357000	8.34e-08	2016-02-21T18:32:41.340000	3.03e-07
2016-02-21T18:32:43.810000	3.45e-08	2016-02-21T18:32:43.357000	8.33e-08	2016-02-21T18:32:45.820000	3.03e-07
2016-02-21T18:32:48.303000	3.45e-08	2016-02-21T18:32:47.377000	8.33e-08	2016-02-21T18:32:49.840000	3.03e-07
2016-02-21T18:32:52.303000	3.45e-08	2016-02-21T18:32:51.847000	8.33e-08	2016-02-21T18:32:54.333000	3.03e-07
2016-02-21T18:32:56.303000	3.45e-08	2016-02-21T18:32:55.857000	8.33e-08	2016-02-21T18:32:58.333000	3.03e-07
2016-02-21T18:33:00.303000	3.45e-08	2016-02-21T18:32:59.873000	8.33e-08	2016-02-21T18:33:02.840000	3.03e-07
2016-02-21T18:33:04.307000	3.45e-08	2016-02-21T18:33:04.357000	8.33e-08	2016-02-21T18:33:07.323000	3.03e-07
2016-02-21T18:33:08.803000	3.45e-08	2016-02-21T18:33:08.377000	8.33e-08	2016-02-21T18:33:11.323000	3.03e-07
2016-02-21T18:33:12.807000	3.45e-08	2016-02-21T18:33:12.857000	8.33e-08	2016-02-21T18:33:15.350000	3.03e-07
2016-02-21T18:33:16.807000	3.45e-08	2016-02-21T18:33:16.877000	8.33e-08	2016-02-21T18:33:19.823000	3.03e-07
2016-02-21T18:33:21.307000	3.45e-08	2016-02-21T18:33:21.347000	8.33e-08	2016-02-21T18:33:23.823000	3.03e-07
2016-02-21T18:33:25.803000	3.45e-08	2016-02-21T18:33:25.847000	8.33e-08	2016-02-21T18:33:27.843000	3.03e-07
2016-02-21T18:33:29.803000	3.45e-08	2016-02-21T18:33:29.847000	8.33e-08	2016-02-21T18:33:32.333000	3.03e-07
2016-02-21T18:33:33.803000	3.45e-08	2016-02-21T18:33:33.847000	8.33e-08	2016-02-21T18:33:36.823000	3.03e-07
2016-02-21T18:33:37.807000	3.45e-08	2016-02-21T18:33:37.850000	8.33e-08	2016-02-21T18:33:40.823000	3.03e-07
2016-02-21T18:33:42.307000	3.45e-08	2016-02-21T18:33:42.347000	8.33e-08	2016-02-21T18:33:45.323000	3.03e-07
2016-02-21T18:33:46.307000	3.45e-08	2016-02-21T18:33:46.350000	8.33e-08	2016-02-21T18:33:49.323000	3.03e-07
2016-02-21T18:33:50.307000	3.45e-08	2016-02-21T18:33:50.860000	8.34e-08	2016-02-21T18:33:53.323000	3.03e-07
2016-02-21T18:33:54.803000	3.45e-08	2016-02-21T18:33:55.347000	8.33e-08	2016-02-21T18:33:57.823000	3.03e-07
2016-02-21T18:33:59.307000	3.45e-08	2016-02-21T18:33:59.347000	8.34e-08	2016-02-21T18:34:01.837000	3.03e-07
2016-02-21T18:34:03.803000	3.45e-08	2016-02-21T18:34:03.357000	8.33e-08	2016-02-21T18:34:06.327000	3.03e-07
2016-02-21T18:34:07.803000	3.45e-08	2016-02-21T18:34:07.357000	8.33e-08	2016-02-21T18:34:10.337000	3.03e-07
2016-02-21T18:34:11.803000	3.45e-08	2016-02-21T18:34:11.357000	8.33e-08	2016-02-21T18:34:14.823000	3.03e-07
2016-02-21T18:34:15.807000	3.45e-08	2016-02-21T18:34:15.857000	8.33e-08	2016-02-21T18:34:18.827000	3.03e-07
2016-02-21T18:34:19.807000	3.45e-08	2016-02-21T18:34:20.357000	8.31e-08	2016-02-21T18:34:22.827000	3.03e-07
2016-02-21T18:34:23.807000	3.46e-08	2016-02-21T18:34:24.857000	8.33e-08	2016-02-21T18:34:26.827000	3.03e-07
2016-02-21T18:34:27.807000	3.45e-08	2016-02-21T18:34:28.857000	8.31e-08	2016-02-21T18:34:30.837000	3.02e-07
2016-02-21T18:34:31.807000	3.45e-08	2016-02-21T18:34:32.867000	8.33e-08	2016-02-21T18:34:34.847000	3.02e-07
2016-02-21T18:34:35.810000	3.45e-08	2016-02-21T18:34:37.357000	8.31e-08	2016-02-21T18:34:39.347000	3.02e-07
2016-02-21T18:34:39.820000	3.45e-08	2016-02-21T18:34:41.847000	8.33e-08	2016-02-21T18:34:43.830000	3.02e-07
2016-02-21T18:34:44.310000	3.45e-08	2016-02-21T18:34:45.867000	8.31e-08	2016-02-21T18:34:47.837000	3.02e-07
2016-02-21T18:34:48.313000	3.45e-08	2016-02-21T18:34:50.357000	8.33e-08	2016-02-21T18:34:52.337000	3.02e-07
2016-02-21T18:34:52.810000	3.45e-08	2016-02-21T18:34:54.360000	8.31e-08	2016-02-21T18:34:56.343000	3.02e-07
2016-02-21T18:34:56.817000	3.45e-08	2016-02-21T18:34:58.367000	8.33e-08	2016-02-21T18:35:00.837000	3.02e-07
2016-02-21T18:35:01.303000	3.45e-08	2016-02-21T18:35:02.367000	8.33e-08	2016-02-21T18:35:05.327000	3.02e-07
2016-02-21T18:35:05.800000	3.45e-08	2016-02-21T18:35:06.847000	8.33e-08	2016-02-21T18:35:09.327000	3.03e-07
2016-02-21T18:35:09.803000	3.45e-08	2016-02-21T18:35:10.857000	8.33e-08	2016-02-21T18:35:13.327000	3.02e-07
2016-02-21T18:35:13.803000	3.45e-08	2016-02-21T18:35:14.860000	8.31e-08	2016-02-21T18:35:17.327000	3.02e-07
2016-02-21T18:35:17.803000	3.45e-08	2016-02-21T18:35:19.357000	8.33e-08	2016-02-21T18:35:21.333000	3.02e-07
2016-02-21T18:35:21.803000	3.45e-08	2016-02-21T18:35:23.860000	8.33e-08	2016-02-21T18:35:25.830000	3.02e-07
2016-02-21T18:35:25.807000	3.45e-08	2016-02-21T18:35:28.357000	8.31e-08	2016-02-21T18:35:29.920000	3.02e-07
2016-02-21T18:35:29.900000	3.45e-08	2016-02-21T18:35:32.430000	8.33e-08	2016-02-21T18:35:34.410000	3.02e-07
2016-02-21T18:35:34.390000	3.45e-08	2016-02-21T18:35:36.450000	8.33e-08	2016-02-21T18:35:38.420000	3.02e-07
2016-02-21T18:35:38.890000	3.45e-08	2016-02-21T18:35:40.930000	8.33e-08	2016-02-21T18:35:42.910000	3.02e-07
2016-02-21T18:35:42.890000	3.45e-08	2016-02-21T18:35:44.940000	8.31e-08	2016-02-21T18:35:46.920000	3.02e-07
2016-02-21T18:35:46.897000	3.45e-08	2016-02-21T18:35:48.960000	8.31e-08	2016-02-21T18:35:51.417000	3.02e-07
2016-02-21T18:35:51.390000	3.45e-08	2016-02-21T18:35:53.443000	8.33e-08	2016-02-21T18:35:55.427000	3.02e-07
2016-02-21T18:35:55.393000	3.45e-08	2016-02-21T18:35:57.940000	8.33e-08	2016-02-21T18:35:59.433000	3.02e-07
2016-02-21T18:35:59.397000	3.45e-08	2016-02-21T18:36:02.430000	8.31e-08	2016-02-21T18:36:03.913000	3.02e-07
2016-02-21T18:36:03.893000	3.45e-08	2016-02-21T18:36:06.440000	8.33e-08	2016-02-21T18:36:07.937000	3.02e-07
2016-02-21T18:36:07.897000	3.45e-08	2016-02-21T18:36:10.440000	8.33e-08	2016-02-21T18:36:12.410000	3.02e-07
2016-02-21T18:36:12.387000	3.45e-08	2016-02-21T18:36:14.450000	8.31e-08	2016-02-21T18:36:16.410000	3.01e-07
2016-02-21T18:36:16.387000	3.45e-08	2016-02-21T18:36:18.940000	8.33e-08	2016-02-21T18:36:20.417000	3.01e-07
2016-02-21T18:36:20.387000	3.45e-08	2016-02-21T18:36:23.430000	8.33e-08	2016-02-21T18:36:24.913000	3.01e-07
2016-02-21T18:36:24.387000	3.45e-08	2016-02-21T18:36:27.440000	8.33e-08	2016-02-21T18:36:28.920000	3.01e-07
2016-02-21T18:36:28.387000	3.45e-08	2016-02-21T18:36:31.940000	8.33e-08	2016-02-21T18:36:33.413000	3.01e-07
2016-02-21T18:36:32.387000	3.45e-08	2016-02-21T18:36:36.430000	8.31e-08	2016-02-21T18:36:37.420000	3.01e-07
2016-02-21T18:36:36.887000	3.45e-08	2016-02-21T18:36:40.430000	8.33e-08	2016-02-21T18:36:41.913000	3.01e-07
2016-02-21T18:36:40.887000	3.45e-08	2016-02-21T18:36:44.450000	8.33e-08	2016-02-21T18:36:45.920000	3.01e-07
2016-02-21T18:36:44.890000	3.45e-08	2016-02-21T18:36:48.940000	8.33e-08	2016-02-21T18:36:50.417000	3.01e-07
2016-02-21T18:36:48.893000	3.45e-08	2016-02-21T18:36:52.950000	8.33e-08	2016-02-21T18:36:54.420000	3.01e-07
2016-02-21T18:36:52.893000	3.45e-08	2016-02-21T18:36:57.440000	8.33e-08	2016-02-21T18:36:58.917000	3.01e-07
2016-02-21T18:36:57.387000	3.45e-08	2016-02-21T18:37:01.943000	8.31e-08	2016-02-21T18:37:03.413000	3.01e-07
2016-02-21T18:37:01.390000	3.45e-08	2016-02-21T18:37:06.453000	8.33e-08	2016-02-21T18:37:07.420000	3.01e-07
2016-02-21T18:37:05.890000	3.45e-08	2016-02-21T18:37:10.940000	8.33e-08	2016-02-21T18:37:11.913000	3.01e-07
2016-02-21T18:37:10.390000	3.45e-08	2016-02-21T18:37:14.950000	8.33e-08	2016-02-21T18:37:15.923000	3.01e-07
2016-02-21T18:37:14.890000	3.45e-08	2016-02-21T18:37:19.440000	8.33e-08	2016-02-21T18:37:20.413000	3.01e-07
2016-02-21T18:37:18.893000	3.45e-08	2016-02-21T18:37:23.450000	8.33e-08	2016-02-21T18:37:24.423000	3.01e-07
2016-02-21T18:37:22.893000	3.45e-08	2016-02-21T18:37:27.943000	8.33e-08	2016-02-21T18:37:28.917000	3.01e-07
2016-02-21T18:37:26.900000	3.45e-08	2016-02-21T18:37:31.950000	8.33e-08	2016-02-21T18:37:32.920000	3.01e-07
2016-02-21T18:37:31.393000	3.45e-08	2016-02-21T18:37:36.450000	8.33e-08	2016-02-21T18:37:37.420000	3.01e-07
2016-02-21T18:37:35.397000	3.45e-08	2016-02-21T18:37:40.933000	8.31e-08	2016-02-21T18:37:41.427000	3.01e-07
2016-02-21T18:37:39.890000	3.45e-08	2016-02-21T18:37:44.937000	8.33e-08	2016-02-21T18:37:45.913000	3.01e-07
2016-02-21T18:37:44.387000	3.45e-08	2016-02-21T18:37:48.940000	8.33e-08	2016-02-21T18:37:49.917000	3.01e-07
2016-02-21T18:37:48.390000	3.45e-08	2016-02-21T18:37:52.940000	8.31e-08	2016-02-21T18:37:54.407000	3.01e-07
2016-02-21T18:37:52.393000	3.45e-08	2016-02-21T18:37:56.940000	8.33e-08	2016-02-21T18:37:58.417000	3.01e-07
2016-02-21T18:37:56.403000	3.45e-08	2016-02-21T18:38:00.950000	8.33e-08	2016-02-21T18:38:02.907000	3.01e-07
2016-02-21T18:38:00.890000	3.44e-08	2016-02-21T18:38:05.437000	8.31e-08	2016-02-21T18:38:06.917000	3.01e-07
2016-02-21T18:38:05.387000	3.45e-08	2016-02-21T18:38:09.450000	8.33e-08	2016-02-21T18:38:10.927000	3.01e-07
2016-02-21T18:38:09.393000	3.44e-08	2016-02-21T18:38:13.940000	8.33e-08	2016-02-21T18:38:15.407000	3.01e-07
2016-02-21T18:38:13.893000	3.44e-08	2016-02-21T18:38:18.440000	8.31e-08	2016-02-21T18:38:19.417000	3.01e-07
2016-02-21T18:38:17.893000	3.44e-08	2016-02-21T18:38:22.440000	8.31e-08	2016-02-21T18:38:23.907000	3.01e-07
2016-02-21T18:38:22.387000	3.44e-08	2016-02-21T18:38:26.440000	8.33e-08	2016-02-21T18:38:27.917000	3.01e-07
2016-02-21T18:38:26.390000	3.44e-08	2016-02-21T18:38:30.440000	8.31e-08	2016-02-21T18:38:32.407000	3.01e-07
2016-02-21T18:38:30.393000	3.44e-08	2016-02-21T18:38:34.930000	8.31e-08	2016-02-21T18:38:36.407000	3.01e-07
2016-02-21T18:38:34.887000	3.44e-08	2016-02-21T18:38:38.960000	8.31e-08	2016-02-21T18:38:40.427000	3.01e-07
2016-02-21T18:38:38.893000	3.44e-08	2016-02-21T18:38:43.437000	8.31e-08	2016-02-21T18:38:44.927000	3.01e-07
2016-02-21T18:38:43.387000	3.44e-08	2016-02-21T18:38:47.440000	8.29e-08	2016-02-21T18:38:49.430000	3.01e-07
2016-02-21T18:38:47.393000	3.44e-08	2016-02-21T18:38:51.940000	8.31e-08	2016-02-21T18:38:53.917000	3.01e-07
2016-02-21T18:38:51.887000	3.44e-08	2016-02-21T18:38:55.940000	8.31e-08	2016-02-21T18:38:57.930000	3.01e-07
2016-02-21T18:38:55.893000	3.44e-08	2016-02-21T18:38:59.950000	8.31e-08	2016-02-21T18:39:02.423000	3.01e-07
2016-02-21T18:38:59.893000	3.44e-08	2016-02-21T18:39:04.440000	8.31e-08	2016-02-21T18:39:06.917000	3.01e-07
2016-02-21T18:39:04.387000	3.44e-08	2016-02-21T18:39:08.450000	8.31e-08	2016-02-21T18:39:11.407000	3.01e-07
2016-02-21T18:39:08.393000	3.44e-08	2016-02-21T18:39:12.930000	8.29e-08	2016-02-21T18:39:15.417000	3.01e-07
2016-02-21T18:39:12.887000	3.44e-08	2016-02-21T18:39:16.940000	8.31e-08	2016-02-21T18:39:19.907000	3.01e-07
2016-02-21T18:39:16.893000	3.44e-08	2016-02-21T18:39:21.440000	8.29e-08	2016-02-21T18:39:23.920000	3e-07
2016-02-21T18:39:21.387000	3.44e-08	2016-02-21T18:39:25.440000	8.29e-08	2016-02-21T18:39:28.417000	3.01e-07
2016-02-21T18:39:25.893000	3.44e-08	2016-02-21T18:39:29.440000	8.31e-08	2016-02-21T18:39:32.927000	3.01e-07
2016-02-21T18:39:30.387000	3.44e-08	2016-02-21T18:39:33.930000	8.31e-08	2016-02-21T18:39:37.417000	3.01e-07
2016-02-21T18:39:34.403000	3.44e-08	2016-02-21T18:39:37.940000	8.31e-08	2016-02-21T18:39:41.910000	3e-07
2016-02-21T18:39:38.887000	3.44e-08	2016-02-21T18:39:42.450000	8.31e-08	2016-02-21T18:39:45.930000	3e-07
2016-02-21T18:39:43.403000	3.44e-08	2016-02-21T18:39:46.930000	8.29e-08	2016-02-21T18:39:50.410000	3e-07
2016-02-21T18:39:47.893000	3.44e-08	2016-02-21T18:39:50.940000	8.31e-08	2016-02-21T18:39:54.420000	3e-07
2016-02-21T18:39:52.403000	3.44e-08	2016-02-21T18:39:54.960000	8.31e-08	2016-02-21T18:39:58.910000	3e-07
2016-02-21T18:39:56.887000	3.44e-08	2016-02-21T18:39:59.440000	8.31e-08	2016-02-21T18:40:02.920000	3e-07
2016-02-21T18:40:00.887000	3.44e-08	2016-02-21T18:40:03.940000	8.29e-08	2016-02-21T18:40:07.410000	3e-07
2016-02-21T18:40:05.387000	3.44e-08	2016-02-21T18:40:07.940000	8.31e-08	2016-02-21T18:40:11.430000	3e-07
2016-02-21T18:40:09.390000	3.44e-08	2016-02-21T18:40:12.437000	8.29e-08	2016-02-21T18:40:15.910000	3e-07
2016-02-21T18:40:13.890000	3.44e-08	2016-02-21T18:40:16.930000	8.31e-08	2016-02-21T18:40:19.910000	3e-07
2016-02-21T18:40:17.890000	3.44e-08	2016-02-21T18:40:20.940000	8.29e-08	2016-02-21T18:40:24.420000	3e-07
2016-02-21T18:40:22.387000	3.44e-08	2016-02-21T18:40:25.440000	8.31e-08	2016-02-21T18:40:28.897000	3e-07
2016-02-21T18:40:26.393000	3.44e-08	2016-02-21T18:40:29.927000	8.31e-08	2016-02-21T18:40:32.920000	3e-07
2016-02-21T18:40:30.873000	3.44e-08	2016-02-21T18:40:34.417000	8.29e-08	2016-02-21T18:40:37.397000	3e-07
2016-02-21T18:40:34.877000	3.44e-08	2016-02-21T18:40:38.427000	8.31e-08	2016-02-21T18:40:41.397000	3e-07
2016-02-21T18:40:39.377000	3.44e-08	2016-02-21T18:40:42.947000	8.29e-08	2016-02-21T18:40:45.897000	3e-07
2016-02-21T18:40:43.877000	3.44e-08	2016-02-21T18:40:47.427000	8.31e-08	2016-02-21T18:40:49.897000	3e-07
2016-02-21T18:40:48.377000	3.44e-08	2016-02-21T18:40:51.427000	8.29e-08	2016-02-21T18:40:54.407000	3e-07
2016-02-21T18:40:52.873000	3.44e-08	2016-02-21T18:40:55.917000	8.31e-08	2016-02-21T18:40:58.897000	3e-07
2016-02-21T18:40:56.877000	3.44e-08	2016-02-21T18:40:59.927000	8.29e-08	2016-02-21T18:41:02.897000	3e-07
2016-02-21T18:41:01.370000	3.44e-08	2016-02-21T18:41:03.933000	8.31e-08	2016-02-21T18:41:06.897000	3e-07
2016-02-21T18:41:05.377000	3.44e-08	2016-02-21T18:41:08.427000	8.29e-08	2016-02-21T18:41:10.897000	2.99e-07
2016-02-21T18:41:09.873000	3.43e-08	2016-02-21T18:41:12.927000	8.31e-08	2016-02-21T18:41:14.907000	3e-07
2016-02-21T18:41:13.877000	3.43e-08	2016-02-21T18:41:16.927000	8.29e-08	2016-02-21T18:41:19.407000	3e-07
2016-02-21T18:41:18.373000	3.43e-08	2016-02-21T18:41:21.417000	8.31e-08	2016-02-21T18:41:23.897000	2.99e-07
2016-02-21T18:41:22.377000	3.44e-08	2016-02-21T18:41:25.427000	8.29e-08	2016-02-21T18:41:27.907000	3e-07
2016-02-21T18:41:26.873000	3.43e-08	2016-02-21T18:41:29.923000	8.31e-08	2016-02-21T18:41:32.397000	3e-07
2016-02-21T18:41:31.373000	3.43e-08	2016-02-21T18:41:34.417000	8.31e-08	2016-02-21T18:41:36.407000	2.99e-07
2016-02-21T18:41:35.870000	3.43e-08	2016-02-21T18:41:38.427000	8.31e-08	2016-02-21T18:41:40.407000	2.99e-07
2016-02-21T18:41:39.873000	3.43e-08	2016-02-21T18:41:42.427000	8.31e-08	2016-02-21T18:41:44.900000	2.99e-07
2016-02-21T18:41:43.873000	3.43e-08	2016-02-21T18:41:46.917000	8.31e-08	2016-02-21T18:41:49.397000	2.99e-07
2016-02-21T18:41:47.877000	3.43e-08	2016-02-21T18:41:51.437000	8.31e-08	2016-02-21T18:41:53.397000	2.99e-07
2016-02-21T18:41:52.377000	3.43e-08	2016-02-21T18:41:55.913000	8.31e-08	2016-02-21T18:41:57.400000	2.99e-07
2016-02-21T18:41:56.380000	3.43e-08	2016-02-21T18:41:59.917000	8.31e-08	2016-02-21T18:42:01.400000	2.99e-07
2016-02-21T18:42:00.873000	3.43e-08	2016-02-21T18:42:03.930000	8.31e-08	2016-02-21T18:42:05.890000	2.99e-07
2016-02-21T18:42:05.370000	3.43e-08	2016-02-21T18:42:08.423000	8.31e-08	2016-02-21T18:42:09.900000	2.99e-07
2016-02-21T18:42:09.373000	3.44e-08	2016-02-21T18:42:12.423000	8.31e-08	2016-02-21T18:42:13.900000	2.99e-07
2016-02-21T18:42:13.373000	3.43e-08	2016-02-21T18:42:16.427000	8.29e-08	2016-02-21T18:42:17.907000	2.99e-07
2016-02-21T18:42:17.377000	3.43e-08	2016-02-21T18:42:20.927000	8.31e-08	2016-02-21T18:42:22.400000	2.99e-07
2016-02-21T18:42:21.877000	3.43e-08	2016-02-21T18:42:25.413000	8.31e-08	2016-02-21T18:42:26.890000	2.99e-07
2016-02-21T18:42:26.373000	3.43e-08	2016-02-21T18:42:29.417000	8.31e-08	2016-02-21T18:42:30.900000	2.99e-07
2016-02-21T18:42:30.873000	3.43e-08	2016-02-21T18:42:33.917000	8.29e-08	2016-02-21T18:42:34.913000	2.99e-07
2016-02-21T18:42:34.873000	3.43e-08	2016-02-21T18:42:37.917000	8.31e-08	2016-02-21T18:42:39.390000	2.99e-07
2016-02-21T18:42:38.873000	3.43e-08	2016-02-21T18:42:41.927000	8.29e-08	2016-02-21T18:42:43.390000	2.99e-07
2016-02-21T18:42:43.370000	3.43e-08	2016-02-21T18:42:45.943000	8.31e-08	2016-02-21T18:42:47.390000	2.99e-07
2016-02-21T18:42:47.370000	3.43e-08	2016-02-21T18:42:50.417000	8.29e-08	2016-02-21T18:42:51.390000	2.99e-07
2016-02-21T18:42:51.373000	3.43e-08	2016-02-21T18:42:54.420000	8.29e-08	2016-02-21T18:42:55.390000	2.99e-07
